id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_venue_id,game_id,season,season_type,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,away_color,away_alternate_color,away_logo,status_type_alt_detail,odds
220525006,s:40~l:59~e:220525006~c:220525006,2002-05-25T19:00Z,0,True,False,False,False,[],2002-05-25T19:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,1826.0,220525006,2002,2,1841.0,crypto.com Arena,Los Angeles,CA,19068.0,True,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,,
220525008,s:40~l:59~e:220525008~c:220525008,2002-05-26T00:00Z,0,True,False,False,False,[],2002-05-26T00:00Z,1,STD,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,True,,220525008,2002,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,,,,,
220527004,s:40~l:59~e:220527004~c:220527004,2002-05-27T19:00Z,0,True,False,False,False,[],2002-05-27T19:00Z,1,STD,30.0,30.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,1841.0,220527004,2002,2,,,,,,,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,,
220528007,s:40~l:59~e:220528007~c:220528007,2002-05-28T23:00Z,0,True,False,False,False,[],2002-05-28T23:00Z,1,STD,22.0,22.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,,,True,3438.0,,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2029.0,220528007,2002,2,3438.0,AmericanAirlines Arena,Miami,FL,19600.0,True,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
220529004,s:40~l:59~e:220529004~c:220529004,2002-05-30T00:30Z,0,True,False,False,False,[],2002-05-30T00:30Z,1,STD,2.0,2.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,True,1949.0,220529004,2002,2,,,,,,,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,,
220529012,s:40~l:59~e:220529012~c:220529012,2002-05-30T02:00Z,0,True,False,False,False,[],2002-05-30T02:00Z,1,STD,11.0,11.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,,,True,3423.0,,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,1826.0,220529012,2002,2,3423.0,Rose Garden,Portland,OR,19980.0,False,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,,
220530007,s:40~l:59~e:220530007~c:220530007,2002-05-30T23:00Z,0,True,False,False,False,[],2002-05-30T23:00Z,1,STD,2.0,2.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,,,True,3438.0,,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,1841.0,220530007,2002,2,3438.0,AmericanAirlines Arena,Miami,FL,19600.0,True,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,,
220530010,s:40~l:59~e:220530010~c:220530010,2002-05-30T23:30Z,0,True,False,False,False,[],2002-05-30T23:30Z,1,STD,12.0,12.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,,,True,,,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,1911.0,220530010,2002,2,,,,,,,11213e,c5d646,,,
220530015,s:40~l:59~e:220530015~c:220530015,2002-05-31T01:00Z,0,True,False,False,False,[],2002-05-31T01:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,,,True,,,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,True,3423.0,220530015,2002,2,,,,,,,,,,,
220530014,s:40~l:59~e:220530014~c:220530014,2002-05-31T02:00Z,0,True,False,False,False,[],2002-05-31T02:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,1826.0,220530014,2002,2,2184.0,KeyArena,Seattle,WA,17459.0,True,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,,
220601002,s:40~l:59~e:220601002~c:220601002,2002-06-01T19:00Z,0,True,False,False,False,[],2002-06-01T19:00Z,1,STD,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417.0,,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,,220601002,2002,2,3417.0,Quicken Loans Arena,Cleveland,OH,20562.0,False,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,,
220601016,s:40~l:59~e:220601016~c:220601016,2002-06-01T22:00Z,0,True,False,False,False,[],2002-06-01T22:00Z,1,STD,4.0,4.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,True,,220601016,2002,2,1823.0,Capital One Arena,Washington,DC,20362.0,True,,,,,
220601001,s:40~l:59~e:220601001~c:220601001,2002-06-02T00:00Z,0,True,False,False,False,[],2002-06-02T00:00Z,1,STD,6.0,6.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,1841.0,220601001,2002,2,,,,,,,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,,
220601005,s:40~l:59~e:220601005~c:220601005,2002-06-02T00:00Z,0,True,False,False,False,[],2002-06-02T00:00Z,1,STD,2.0,2.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,1911.0,220601005,2002,2,,,,,,,11213e,c5d646,,,
220601011,s:40~l:59~e:220601011~c:220601011,2002-06-02T02:00Z,0,True,False,False,False,[],2002-06-02T02:00Z,1,STD,5.0,5.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,True,,220601011,2002,2,1949.0,Footprint Center,Phoenix,AZ,18055.0,True,,,,,
220601013,s:40~l:59~e:220601013~c:220601013,2002-06-02T02:00Z,0,True,False,False,False,[],2002-06-02T02:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2029.0,220601013,2002,2,,,,,,,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
220602009,s:40~l:59~e:220602009~c:220602009,2002-06-02T16:00Z,0,True,False,False,False,[],2002-06-02T16:00Z,1,STD,9.0,9.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,True,3438.0,220602009,2002,2,1830.0,Madison Square Garden,New York,NY,19763.0,False,,,,,
220602012,s:40~l:59~e:220602012~c:220602012,2002-06-02T19:00Z,0,True,False,False,False,[],2002-06-02T19:00Z,1,STD,261.0,4:21,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,,,True,3423.0,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2184.0,220602012,2002,2,3423.0,Rose Garden,Portland,OR,19980.0,False,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,
220602003,s:40~l:59~e:220602003~c:220602003,2002-06-02T23:30Z,0,True,False,False,False,[],2002-06-02T23:30Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911.0,,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,220602003,2002,2,3419.0,The Palace of Auburn Hills,Detroit,MI,22076.0,False,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
220603001,s:40~l:59~e:220603001~c:220603001,2002-06-03T23:00Z,0,True,False,False,False,[],2002-06-03T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,,220603001,2002,2,,,,,,,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,,
220603011,s:40~l:59~e:220603011~c:220603011,2002-06-04T02:00Z,0,True,False,False,False,[],2002-06-04T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,1823.0,220603011,2002,2,1949.0,Footprint Center,Phoenix,AZ,18055.0,True,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,,
220603006,s:40~l:59~e:220603006~c:220603006,2002-06-04T02:30Z,0,True,False,False,False,[],2002-06-04T02:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,True,3423.0,220603006,2002,2,1841.0,crypto.com Arena,Los Angeles,CA,19068.0,True,,,,,
220604007,s:40~l:59~e:220604007~c:220604007,2002-06-04T23:00Z,0,True,False,False,False,[],2002-06-04T23:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,,,True,3438.0,,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,True,,220604007,2002,2,3438.0,AmericanAirlines Arena,Miami,FL,19600.0,True,,,,,
220604015,s:40~l:59~e:220604015~c:220604015,2002-06-05T01:00Z,0,True,False,False,False,[],2002-06-05T01:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,,,True,,,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,1823.0,220604015,2002,2,,,,,,,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,,
220604014,s:40~l:59~e:220604014~c:220604014,2002-06-05T02:00Z,0,True,False,False,False,[],2002-06-05T02:00Z,1,STD,2.0,2.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2029.0,220604014,2002,2,2184.0,KeyArena,Seattle,WA,17459.0,True,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
220605009,s:40~l:59~e:220605009~c:220605009,2002-06-05T23:30Z,0,True,False,False,False,[],2002-06-05T23:30Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,1911.0,220605009,2002,2,1830.0,Madison Square Garden,New York,NY,19763.0,False,11213e,c5d646,,,
220605005,s:40~l:59~e:220605005~c:220605005,2002-06-06T00:00Z,0,True,False,False,False,[],2002-06-06T00:00Z,1,STD,6.0,6.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,,220605005,2002,2,,,,,,,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,,
220606002,s:40~l:59~e:220606002~c:220606002,2002-06-06T23:00Z,0,True,False,False,False,[],2002-06-06T23:00Z,1,STD,11.0,11.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417.0,,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,1911.0,220606002,2002,2,3417.0,Quicken Loans Arena,Cleveland,OH,20562.0,False,11213e,c5d646,,,
220606012,s:40~l:59~e:220606012~c:220606012,2002-06-07T02:00Z,0,True,False,False,False,[],2002-06-07T02:00Z,1,STD,14.0,14.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,,,True,3423.0,,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,,220606012,2002,2,3423.0,Rose Garden,Portland,OR,19980.0,False,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,,
220606014,s:40~l:59~e:220606014~c:220606014,2002-06-07T02:00Z,0,True,False,False,False,[],2002-06-07T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,,220606014,2002,2,2184.0,KeyArena,Seattle,WA,17459.0,True,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,,
220607016,s:40~l:59~e:220607016~c:220607016,2002-06-07T23:00Z,0,True,False,False,False,[],2002-06-07T23:00Z,1,STD,3.0,3.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,220607016,2002,2,1823.0,Capital One Arena,Washington,DC,20362.0,True,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
220608010,s:40~l:59~e:220608010~c:220608010,2002-06-08T23:30Z,0,True,False,False,False,[],2002-06-08T23:30Z,1,STD,1.0,1.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,,,True,,,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,3417.0,220608010,2002,2,,,,,,,,,,OT,
220608005,s:40~l:59~e:220608005~c:220608005,2002-06-09T00:00Z,0,True,False,False,False,[],2002-06-09T00:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,1826.0,220608005,2002,2,,,,,,,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,,
220608008,s:40~l:59~e:220608008~c:220608008,2002-06-09T00:00Z,0,True,False,False,False,[],2002-06-09T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,1841.0,220608008,2002,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,,
220608015,s:40~l:59~e:220608015~c:220608015,2002-06-09T01:00Z,0,True,False,False,False,[],2002-06-09T01:00Z,1,STD,222.0,3:42,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,,,True,,,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,,220608015,2002,2,,,,,,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,,
220609004,s:40~l:59~e:220609004~c:220609004,2002-06-09T18:00Z,0,True,False,False,False,[],2002-06-09T18:00Z,1,STD,13.0,13.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,,220609004,2002,2,,,,,,,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,,
220609016,s:40~l:59~e:220609016~c:220609016,2002-06-09T18:00Z,0,True,False,False,False,[],2002-06-09T18:00Z,1,STD,6.0,6.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,True,3438.0,220609016,2002,2,1823.0,Capital One Arena,Washington,DC,20362.0,True,,,,,
220609003,s:40~l:59~e:220609003~c:220609003,2002-06-09T23:30Z,0,True,False,False,False,[],2002-06-09T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911.0,,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,1826.0,220609003,2002,2,3419.0,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,,
220609011,s:40~l:59~e:220609011~c:220609011,2002-06-10T01:00Z,0,True,False,False,False,[],2002-06-10T01:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,,220609011,2002,2,1949.0,Footprint Center,Phoenix,AZ,18055.0,True,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,,
220609014,s:40~l:59~e:220609014~c:220609014,2002-06-10T01:00Z,0,True,False,False,False,[],2002-06-10T01:00Z,1,STD,2.0,2.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,True,,220609014,2002,2,2184.0,KeyArena,Seattle,WA,17459.0,True,,,,,
220611015,s:40~l:59~e:220611015~c:220611015,2002-06-11T18:00Z,0,True,False,False,False,[],2002-06-11T18:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,,,True,,,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,1826.0,220611015,2002,2,,,,,,,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,,
220611007,s:40~l:59~e:220611007~c:220611007,2002-06-11T23:00Z,0,True,False,False,False,[],2002-06-11T23:00Z,1,STD,12.0,12.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,,,True,3438.0,,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,3417.0,220611007,2002,2,3438.0,AmericanAirlines Arena,Miami,FL,19600.0,True,,,,,
220611010,s:40~l:59~e:220611010~c:220611010,2002-06-11T23:30Z,0,True,False,False,False,[],2002-06-11T23:30Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,,,True,,,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,220611010,2002,2,,,,,,,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
220611008,s:40~l:59~e:220611008~c:220611008,2002-06-12T00:00Z,0,True,False,False,False,[],2002-06-12T00:00Z,1,STD,11.0,11.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,,220611008,2002,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,,
220611004,s:40~l:59~e:220611004~c:220611004,2002-06-12T00:30Z,0,True,False,False,False,[],2002-06-12T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,,220611004,2002,2,,,,,,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,,
220611014,s:40~l:59~e:220611014~c:220611014,2002-06-12T02:00Z,0,True,False,False,False,[],2002-06-12T02:00Z,1,STD,9.0,9.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,True,3423.0,220611014,2002,2,2184.0,KeyArena,Seattle,WA,17459.0,True,,,,,
220611006,s:40~l:59~e:220611006~c:220611006,2002-06-12T02:30Z,0,True,False,False,False,[],2002-06-12T02:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,1911.0,220611006,2002,2,1841.0,crypto.com Arena,Los Angeles,CA,19068.0,True,11213e,c5d646,,,
220613001,s:40~l:59~e:220613001~c:220613001,2002-06-13T23:00Z,0,True,False,False,False,[],2002-06-13T23:00Z,1,STD,3.0,3.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,220613001,2002,2,,,,,,,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
220613016,s:40~l:59~e:220613016~c:220613016,2002-06-13T23:00Z,0,True,False,False,False,[],2002-06-13T23:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,,220613016,2002,2,1823.0,Capital One Arena,Washington,DC,20362.0,True,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,,
