"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.isActive","away.venue.id","season","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","away.color","away.alternateColor","away.logo","status.type.altDetail","game_id","PBP"
220530010,"s:40~l:59~e:220530010~c:220530010","2002-05-30T23:30Z",0,"True","False","False","False","[]","2002-05-30T23:30Z",1,"STD",12,"12.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",10,"s:40~l:59~t:10","Orlando","Miracle","ORL","Orlando Miracle","Miracle","","","True",NA,"",3,"s:40~l:59~t:3","Detroit","Shock","TUL","Detroit Shock","Shock","False",1911,2002,NA,"","","",NA,"","","","","",NA,"","11213e","c5d646","https://a.espncdn.com/i/teamlogos/wnba/500/tul.png","",220530010,TRUE
220530007,"s:40~l:59~e:220530007~c:220530007","2002-05-30T23:00Z",0,"True","False","False","False","[]","2002-05-30T23:00Z",1,"STD",2,"2.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",7,"s:40~l:59~t:7","Miami","Sol","MIA","Miami Sol","Sol","","","True",3438,"",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","True",1841,2002,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","","","",NA,"","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","",220530007,TRUE
220529012,"s:40~l:59~e:220529012~c:220529012","2002-05-30T02:00Z",0,"True","False","False","False","[]","2002-05-30T02:00Z",1,"STD",11,"11.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:59~t:12","Portland","Fire","POR","Portland Fire","Fire","","","True",3423,"",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","True",1826,2002,3423,"Rose Garden","Portland","OR",19980,"False","","","","",NA,"","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","",220529012,TRUE
220529004,"s:40~l:59~e:220529004~c:220529004","2002-05-30T00:30Z",0,"True","False","False","False","[]","2002-05-30T00:30Z",1,"STD",2,"2.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","True",1949,2002,NA,"","","",NA,"","","","","",NA,"","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","",220529004,TRUE
220528007,"s:40~l:59~e:220528007~c:220528007","2002-05-28T23:00Z",0,"True","False","False","False","[]","2002-05-28T23:00Z",1,"STD",22,"22.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",7,"s:40~l:59~t:7","Miami","Sol","MIA","Miami Sol","Sol","","","True",3438,"",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True",2029,2002,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","","","",NA,"","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","",220528007,TRUE
220527004,"s:40~l:59~e:220527004~c:220527004","2002-05-27T19:00Z",0,"True","False","False","False","[]","2002-05-27T19:00Z",1,"STD",30,"30.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","True",1841,2002,NA,"","","",NA,"","","","","",NA,"","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","",220527004,TRUE
220525008,"s:40~l:59~e:220525008~c:220525008","2002-05-26T00:00Z",0,"True","False","False","False","[]","2002-05-26T00:00Z",1,"STD",0,"0.0",3,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",15,"s:40~l:59~t:15","Utah","Starzz","UTH","Utah Starzz","Starzz","True",NA,2002,2029,"Target Center","Minneapolis","MN",19006,"False","","","","",NA,"","","","","",220525008,TRUE
220525006,"s:40~l:59~e:220525006~c:220525006","2002-05-25T19:00Z",0,"True","False","False","False","[]","2002-05-25T19:00Z",1,"STD",1,"1.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/los.png",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","True",1826,2002,1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","LOS Wins series 2-0","True",3,"[{'id': '6', 'uid': 's:40~l:59~t:6', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2002/teams/6?lang=en&region=us'}, {'id': '9', 'uid': 's:40~l:59~t:9', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2002/teams/9?lang=en&region=us'}]","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","",220525006,TRUE
220523014,"s:40~l:59~e:220523014~c:220523014","2002-05-24T02:00Z",0,"True","False","False","True","[]","2002-05-24T02:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","True",NA,2002,NA,"","","",NA,"","","","","",NA,"","","","https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","",220523014,FALSE
220523015,"s:40~l:59~e:220523015~c:220523015","2002-05-24T01:00Z",0,"True","False","False","True","[]","2002-05-24T01:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",15,"s:40~l:59~t:15","Utah","Starzz","UTH","Utah Starzz","Starzz","","","True",NA,"",12,"s:40~l:59~t:12","Portland","Fire","POR","Portland Fire","Fire","True",3423,2002,NA,"","","",NA,"","","","","",NA,"","","","","",220523015,FALSE
220523002,"s:40~l:59~e:220523002~c:220523002","2002-05-23T14:30Z",0,"True","False","False","True","[]","2002-05-23T14:30Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",2,"s:40~l:59~t:2","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers","","","True",3417,"",16,"s:40~l:59~t:16","Washington","Mystics","WAS","Washington Mystics","Mystics","True",1823,2002,1824,"TD Banknorth Garden","Boston","MA",18624,"False","","","","",NA,"","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png","",220523002,FALSE
220522007,"s:40~l:59~e:220522007~c:220522007","2002-05-22T23:00Z",0,"True","False","False","True","[]","2002-05-22T23:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",7,"s:40~l:59~t:7","Miami","Sol","MIA","Miami Sol","Sol","","","True",3438,"",3,"s:40~l:59~t:3","Detroit","Shock","TUL","Detroit Shock","Shock","False",1911,2002,1844,"Pepsi Center","Denver","CO",19099,"False","","","","",NA,"","11213e","c5d646","https://a.espncdn.com/i/teamlogos/wnba/500/tul.png","",220522007,FALSE
220521004,"s:40~l:59~e:220521004~c:220521004","2002-05-22T00:30Z",0,"True","False","False","True","[]","2002-05-22T00:30Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",10,"s:40~l:59~t:10","Orlando","Miracle","ORL","Orlando Miracle","Miracle","True",NA,2002,1847,"United Center","Chicago","IL",21711,"False","","","","",NA,"","","","","",220521004,FALSE
220521008,"s:40~l:59~e:220521008~c:220521008","2002-05-22T00:00Z",0,"True","False","False","True","[]","2002-05-22T00:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","True",NA,2002,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","","","",NA,"","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","",220521008,FALSE
220520001,"s:40~l:59~e:220520001~c:220520001","2002-05-20T23:00Z",0,"True","False","False","True","[]","2002-05-20T23:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",2,"s:40~l:59~t:2","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers","True",3417,2002,NA,"","","",NA,"","","","","",NA,"","","","","",220520001,FALSE
220519012,"s:40~l:59~e:220519012~c:220519012","2002-05-20T02:00Z",0,"True","False","False","True","[]","2002-05-20T02:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",12,"s:40~l:59~t:12","Portland","Fire","POR","Portland Fire","Fire","","","True",3423,"",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","True",NA,2002,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","",NA,"","","","https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","",220519012,FALSE
220519010,"s:40~l:59~e:220519010~c:220519010","2002-05-19T23:30Z",0,"True","False","False","True","[]","2002-05-19T23:30Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",10,"s:40~l:59~t:10","Orlando","Miracle","ORL","Orlando Miracle","Miracle","","","True",NA,"",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","True",1841,2002,NA,"","","",NA,"","","","","",NA,"","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","",220519010,FALSE
220519014,"s:40~l:59~e:220519014~c:220519014","2002-05-19T22:30Z",0,"True","False","False","True","[]","2002-05-19T22:30Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",15,"s:40~l:59~t:15","Utah","Starzz","UTH","Utah Starzz","Starzz","True",NA,2002,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","","","",NA,"","","","","",220519014,FALSE
220518007,"s:40~l:59~e:220518007~c:220518007","2002-05-18T23:00Z",0,"True","False","False","True","[]","2002-05-18T23:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",7,"s:40~l:59~t:7","Miami","Sol","MIA","Miami Sol","Sol","","","True",3438,"",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","True",1949,2002,1844,"Pepsi Center","Denver","CO",19099,"False","","","","",NA,"","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","",220518007,FALSE
220518001,"s:40~l:59~e:220518001~c:220518001","2002-05-18T22:00Z",0,"True","False","False","True","[]","2002-05-18T22:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True",2029,2002,NA,"","","",NA,"","","","","",NA,"","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","",220518001,FALSE
220518013,"s:40~l:59~e:220518013~c:220518013","2002-05-18T21:00Z",0,"True","False","False","True","[]","2002-05-18T21:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True",2184,2002,NA,"","","",NA,"","","","","",NA,"","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","",220518013,FALSE
220518009,"s:40~l:59~e:220518009~c:220518009","2002-05-18T20:00Z",0,"True","False","False","True","[]","2002-05-18T20:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","True",1826,"https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","True",NA,2002,NA,"","","",NA,"","","","","",NA,"","","","https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","",220518009,FALSE
220517003,"s:40~l:59~e:220517003~c:220517003","2002-05-17T23:00Z",0,"True","False","False","True","[]","2002-05-17T23:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",3,"s:40~l:59~t:3","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646","False",1911,"https://a.espncdn.com/i/teamlogos/wnba/500/tul.png",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","True",1841,2002,NA,"","","",NA,"","","","","",NA,"","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","",220517003,FALSE
220515015,"s:40~l:59~e:220515015~c:220515015","2002-05-16T01:00Z",0,"True","False","False","True","[]","2002-05-16T01:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",15,"s:40~l:59~t:15","Utah","Starzz","UTH","Utah Starzz","Starzz","","","True",NA,"",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True",2184,2002,NA,"","","",NA,"","","","","",NA,"","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","",220515015,FALSE
220515004,"s:40~l:59~e:220515004~c:220515004","2002-05-16T00:30Z",0,"True","False","False","True","[]","2002-05-16T00:30Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","True",1826,2002,1847,"United Center","Chicago","IL",21711,"False","","","","",NA,"","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","",220515004,FALSE
220515005,"s:40~l:59~e:220515005~c:220515005","2002-05-16T00:00Z",0,"True","False","False","True","[]","2002-05-16T00:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",2,"s:40~l:59~t:2","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers","True",3417,2002,3417,"Quicken Loans Arena","Cleveland","OH",20562,"False","","","","",NA,"","","","","",220515005,FALSE
220513003,"s:40~l:59~e:220513003~c:220513003","2002-05-13T23:00Z",0,"True","False","False","True","[]","2002-05-13T23:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",3,"s:40~l:59~t:3","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646","False",1911,"https://a.espncdn.com/i/teamlogos/wnba/500/tul.png",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","True",NA,2002,NA,"","","",NA,"","","","","",NA,"","","","https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","",220513003,FALSE
220512011,"s:40~l:59~e:220512011~c:220512011","2002-05-13T01:00Z",0,"True","False","False","True","[]","2002-05-13T01:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","True",NA,2002,NA,"","","",NA,"","","","","",NA,"","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","",220512011,FALSE
220511006,"s:40~l:59~e:220511006~c:220511006","2002-05-12T02:00Z",0,"True","False","False","True","[]","2002-05-12T02:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/los.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","True",1949,2002,NA,"","","",NA,"","","","","",NA,"","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","",220511006,FALSE
220511013,"s:40~l:59~e:220511013~c:220511013","2002-05-12T02:00Z",0,"True","False","False","True","[]","2002-05-12T02:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",12,"s:40~l:59~t:12","Portland","Fire","POR","Portland Fire","Fire","True",3423,2002,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","",NA,"","","","","",220511013,FALSE
220511008,"s:40~l:59~e:220511008~c:220511008","2002-05-12T00:00Z",0,"True","False","False","True","[]","2002-05-12T00:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","True",NA,2002,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","","","",NA,"","","","https://a.espncdn.com/i/teamlogos/wnba/500/cha.png","",220511008,FALSE
220511010,"s:40~l:59~e:220511010~c:220511010","2002-05-11T23:30Z",0,"True","False","False","True","[]","2002-05-11T23:30Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",10,"s:40~l:59~t:10","Orlando","Miracle","ORL","Orlando Miracle","Miracle","","","True",NA,"",7,"s:40~l:59~t:7","Miami","Sol","MIA","Miami Sol","Sol","True",3438,2002,NA,"","","",NA,"","","","","",NA,"","","","","",220511010,FALSE
220510016,"s:40~l:59~e:220510016~c:220510016","2002-05-10T23:00Z",0,"True","False","False","True","[]","2002-05-10T23:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",16,"s:40~l:59~t:16","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/was.png",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","True",1826,2002,2029,"Target Center","Minneapolis","MN",19006,"False","playoff","Playoff Series","NYL Wins series 2-1","True",3,"[{'id': '16', 'uid': 's:40~l:59~t:16', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2002/teams/16?lang=en&region=us'}, {'id': '9', 'uid': 's:40~l:59~t:9', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2002/teams/9?lang=en&region=us'}]","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","",220510016,FALSE
220509011,"s:40~l:59~e:220509011~c:220509011","2002-05-10T02:00Z",0,"True","False","False","True","[]","2002-05-10T02:00Z",18,"EXH",0,"0.0",0,0,"STATUS_TBD","pre","False","TBD","TBD","TBD",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",7,"s:40~l:59~t:7","Miami","Sol","MIA","Miami Sol","Sol","True",3438,2002,NA,"","","",NA,"","","","","",NA,"","","","","",220509011,FALSE
