id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_venue_id,game_id,season,season_type,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,away_color,away_alternate_color,away_logo,status_type_alt_detail,PBP
220801006,s:40~l:59~e:220801006~c:220801006,2002-08-02T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-08-02T02:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,220801006,2002,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE
220801013,s:40~l:59~e:220801013~c:220801013,2002-08-02T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-08-02T02:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,TRUE,,220801013,2002,2,,"","","",,,"","","","",TRUE
220801003,s:40~l:59~e:220801003~c:220801003,2002-08-01T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-08-01T23:30Z,1,STD,2,2.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,3417,220801003,2002,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","","",TRUE
220801010,s:40~l:59~e:220801010~c:220801010,2002-08-01T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-08-01T23:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,"","",TRUE,,"",1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,,220801010,2002,2,,"","","",,,"","",https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,"",TRUE
220731011,s:40~l:59~e:220731011~c:220731011,2002-08-01T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-08-01T02:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,,220731011,2002,2,1949,Footprint Center,Phoenix,AZ,18055,TRUE,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE
220731015,s:40~l:59~e:220731015~c:220731015,2002-08-01T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-08-01T01:00Z,1,STD,0,0.0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,"","",TRUE,,"",7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,TRUE,3438,220731015,2002,2,,"","","",,,"","","","",TRUE
220731014,s:40~l:59~e:220731014~c:220731014,2002-07-31T19:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-31T19:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,220731014,2002,2,2184,KeyArena,Seattle,WA,17459,TRUE,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE
220730006,s:40~l:59~e:220730006~c:220730006,2002-07-31T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-31T02:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,TRUE,3438,220730006,2002,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"","","","",TRUE
220730013,s:40~l:59~e:220730013~c:220730013,2002-07-31T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-31T02:00Z,1,STD,4,4.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,,220730013,2002,2,,"","","",,,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE
220730004,s:40~l:59~e:220730004~c:220730004,2002-07-31T00:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-31T00:30Z,1,STD,1,1.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,TRUE,3423,220730004,2002,2,,"","","",,,"","","","",TRUE
220730016,s:40~l:59~e:220730016~c:220730016,2002-07-30T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-30T23:00Z,1,STD,26,26.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,TRUE,,220730016,2002,2,1823,Capital One Arena,Washington,DC,20362,TRUE,"","","","",TRUE
220729011,s:40~l:59~e:220729011~c:220729011,2002-07-30T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-30T02:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,220729011,2002,2,1949,Footprint Center,Phoenix,AZ,18055,TRUE,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE
220728013,s:40~l:59~e:220728013~c:220728013,2002-07-29T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-29T01:00Z,1,STD,27,27.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,220728013,2002,2,,"","","",,,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE
220728003,s:40~l:59~e:220728003~c:220728003,2002-07-28T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-28T23:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,220728003,2002,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE
220728002,s:40~l:59~e:220728002~c:220728002,2002-07-28T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-28T23:00Z,1,STD,8,8.0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,"","",TRUE,3417,"",10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,TRUE,,220728002,2002,2,3417,Quicken Loans Arena,Cleveland,OH,20562,FALSE,"","","","",TRUE
220728006,s:40~l:59~e:220728006~c:220728006,2002-07-28T19:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-28T19:30Z,1,STD,1,1.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,,220728006,2002,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE
220728009,s:40~l:59~e:220728009~c:220728009,2002-07-28T18:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-28T18:00Z,1,STD,17,17.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,,220728009,2002,2,1830,Madison Square Garden,New York,NY,19763,FALSE,"","",https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,"",TRUE
220727011,s:40~l:59~e:220727011~c:220727011,2002-07-28T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-28T02:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,,220727011,2002,2,1949,Footprint Center,Phoenix,AZ,18055,TRUE,"","",https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,"",TRUE
220727012,s:40~l:59~e:220727012~c:220727012,2002-07-28T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-28T02:00Z,1,STD,1,1.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,"","",TRUE,3423,"",7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,TRUE,3438,220727012,2002,2,3423,Rose Garden,Portland,OR,19980,FALSE,"","","","",TRUE
220727001,s:40~l:59~e:220727001~c:220727001,2002-07-27T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-27T22:00Z,1,STD,13,13.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,1911,220727001,2002,2,,"","","",,,11213e,c5d646,"","",TRUE
220727016,s:40~l:59~e:220727016~c:220727016,2002-07-27T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-27T22:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,220727016,2002,2,1823,Capital One Arena,Washington,DC,20362,TRUE,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE
220726015,s:40~l:59~e:220726015~c:220726015,2002-07-27T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-27T01:00Z,1,STD,18,18.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,"","",TRUE,,"",11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,1949,220726015,2002,2,,"","","",,,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,"",TRUE
220726005,s:40~l:59~e:220726005~c:220726005,2002-07-26T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-26T23:00Z,1,STD,2,2.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,220726005,2002,2,,"","","",,,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE
220725013,s:40~l:59~e:220725013~c:220725013,2002-07-26T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-26T02:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,TRUE,3423,220725013,2002,2,,"","","",,,"","","","",TRUE
220725004,s:40~l:59~e:220725004~c:220725004,2002-07-26T00:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-26T00:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,TRUE,3438,220725004,2002,2,,"","","",,,"","","","",TRUE
220725003,s:40~l:59~e:220725003~c:220725003,2002-07-25T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-25T23:30Z,1,STD,2,2.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,1823,220725003,2002,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,"",TRUE
220725010,s:40~l:59~e:220725010~c:220725010,2002-07-25T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-25T23:30Z,1,STD,1,1.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,"","",TRUE,,"",14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,220725010,2002,2,,"","","",,,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE
220725001,s:40~l:59~e:220725001~c:220725001,2002-07-25T16:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-25T16:00Z,1,STD,12,12.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,3417,220725001,2002,2,,"","","",,,"","","","",TRUE
220724008,s:40~l:59~e:220724008~c:220724008,2002-07-25T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-25T00:00Z,1,STD,4,4.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,TRUE,,220724008,2002,2,2029,Target Center,Minneapolis,MN,19006,FALSE,"","","","",TRUE
220724006,s:40~l:59~e:220724006~c:220724006,2002-07-24T19:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-24T19:30Z,1,STD,1,1.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,TRUE,3423,220724006,2002,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"","","","",TRUE
220724002,s:40~l:59~e:220724002~c:220724002,2002-07-24T16:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-24T16:00Z,1,STD,2,2.0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,"","",TRUE,3417,"",1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,,220724002,2002,2,3417,Quicken Loans Arena,Cleveland,OH,20562,FALSE,"","",https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,"",TRUE
220723004,s:40~l:59~e:220723004~c:220723004,2002-07-24T00:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-24T00:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,220723004,2002,2,,"","","",,,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE
220723003,s:40~l:59~e:220723003~c:220723003,2002-07-23T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-23T23:30Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,TRUE,,220723003,2002,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","","",TRUE
220723007,s:40~l:59~e:220723007~c:220723007,2002-07-23T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-23T23:00Z,1,STD,19,19.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,"","",TRUE,3438,"",9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,1826,220723007,2002,2,3438,AmericanAirlines Arena,Miami,FL,19600,TRUE,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,"",TRUE
220722006,s:40~l:59~e:220722006~c:220722006,2002-07-23T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-23T02:30Z,1,STD,23,23.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,TRUE,,220722006,2002,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"","","","",FALSE
220722005,s:40~l:59~e:220722005~c:220722005,2002-07-23T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-23T00:00Z,1,STD,88,1:28,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,,220722005,2002,2,,"","","",,,"","",https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,"",FALSE
220722009,s:40~l:59~e:220722009~c:220722009,2002-07-22T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-22T23:30Z,1,STD,60,1:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,3417,220722009,2002,2,1830,Madison Square Garden,New York,NY,19763,FALSE,"","","","",FALSE
220721011,s:40~l:59~e:220721011~c:220721011,2002-07-22T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-22T01:00Z,1,STD,14,14.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,TRUE,3423,220721011,2002,2,1949,Footprint Center,Phoenix,AZ,18055,TRUE,"","","","",TRUE
220721013,s:40~l:59~e:220721013~c:220721013,2002-07-22T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-22T01:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,10,s:40~l:59~t:10,Orlando,Miracle,ORL,Orlando Miracle,Miracle,TRUE,,220721013,2002,2,,"","","",,,"","","","",TRUE
220720014,s:40~l:59~e:220720014~c:220720014,2002-07-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-21T02:00Z,1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,,220720014,2002,2,2184,KeyArena,Seattle,WA,17459,TRUE,"","",https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,"",TRUE
220720003,s:40~l:59~e:220720003~c:220720003,2002-07-20T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-20T23:30Z,1,STD,50,50.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",7,s:40~l:59~t:7,Miami,Sol,MIA,Miami Sol,Sol,TRUE,3438,220720003,2002,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","","",TRUE
220720016,s:40~l:59~e:220720016~c:220720016,2002-07-20T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-20T22:00Z,1,STD,29,29.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,15,s:40~l:59~t:15,Utah,Starzz,UTH,Utah Starzz,Starzz,TRUE,,220720016,2002,2,1823,Capital One Arena,Washington,DC,20362,TRUE,"","","","",TRUE
220720002,s:40~l:59~e:220720002~c:220720002,2002-07-20T18:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-20T18:00Z,1,STD,182,3:02,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,"","",TRUE,3417,"",6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,1841,220720002,2002,2,3417,Quicken Loans Arena,Cleveland,OH,20562,FALSE,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,"",TRUE
220719012,s:40~l:59~e:220719012~c:220719012,2002-07-20T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-20T02:00Z,1,STD,60,1:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,12,s:40~l:59~t:12,Portland,Fire,POR,Portland Fire,Fire,"","",TRUE,3423,"",4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,,220719012,2002,2,3423,Rose Garden,Portland,OR,19980,FALSE,"","",https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,"",TRUE
220719014,s:40~l:59~e:220719014~c:220719014,2002-07-20T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2002-07-20T02:00Z,1,STD,237,3:57,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,1949,220719014,2002,2,2184,KeyArena,Seattle,WA,17459,TRUE,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,"",TRUE
